"","bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","extwall","kitchens","fireplaces","landarea"
"881",3,0,"Forced Air","Y",6,3,1927,2005,1964,1.5,"2015-01-27 00:00:00",464000,1318,"2 Story","Average","Aluminum",1,1,8000
"882",1,1,"Forced Air","Y",6,3,1945,2002,1965,2,"2013-07-19 00:00:00",282700,988,"2 Story","Average","Common Brick",1,0,696
"883",3,1,"Hot Water Rad","Y",8,3,1935,2005,1980,2,"2005-02-02 00:00:00",532600,1843,"2 Story","Above Average","Common Brick",1,1,4300
"884",1,1,"Hot Water Rad","N",8,4,1931,2009,1957,2,"2011-08-18 00:00:00",367000,1936,"2 Story","Above Average","Common Brick",1,1,4300
"885",3,1,"Forced Air","Y",8,5,1890,2009,1964,2,"2009-06-10 00:00:00",421700,2668,"2 Story","Average","Face Brick",1,0,6610
"886",3,1,"Forced Air","Y",7,6,1930,2017,1967,2,"2018-04-03 00:00:00",896200,2912,"2 Story","Above Average","Wood Siding",1,0,6000
"887",1,0,"Hot Water Rad","N",6,3,1929,NA,1957,2,"2000-09-25 00:00:00",115200,1399,"2 Story","Above Average","Stucco",1,1,4665
"888",2,2,"Hot Water Rad","N",8,3,1930,NA,1943,1.25,"2015-11-10 00:00:00",445500,1228,"1.5 Story Fin","Average","Common Brick",1,1,5500
"889",3,1,"Forced Air","Y",8,3,1935,2018,1967,2.5,"1997-07-21 00:00:00",153600,1276,"2.5 Story Fin","Above Average","Common Brick",1,2,3614
"890",2,1,"Hot Water Rad","Y",8,5,1922,2016,1967,1.25,"2017-05-02 00:00:00",642300,1529,"1.5 Story Fin","Above Average","Wood Siding",1,1,5043
"891",4,1,"Forced Air","Y",7,4,1915,2014,1967,2,"2014-12-05 00:00:00",642800,2502,"2 Story","Above Average","Vinyl Siding",1,0,5314
"892",3,0,"Forced Air","Y",7,4,1922,2013,1967,1.5,"2013-03-07 00:00:00",475700,1547,"1.5 Story Fin","Above Average","Vinyl Siding",1,1,3504
"893",4,1,"Forced Air","Y",7,4,1911,2011,1967,2.5,"2011-06-03 00:00:00",409000,1526,"2.5 Story Fin","Above Average","Shingle",1,0,5005
"894",3,0,"Ht Pump","Y",8,5,1925,2009,1964,1.5,"2009-08-17 00:00:00",343500,1625,"1.5 Story Fin","Average","Common Brick",1,0,6856
"895",3,2,"Ht Pump","Y",7,4,2011,NA,2013,2,"2016-10-19 00:00:00",645900,1824,"2 Story","Above Average","Brick/Siding",1,0,5750
"896",3,0,"Forced Air","Y",6,3,1927,2012,1964,1.25,"2012-08-15 00:00:00",337800,974,"1 Story","Average","Vinyl Siding",1,0,3759
"897",3,0,"Ht Pump","Y",7,4,1916,2015,1967,2,"2015-07-29 00:00:00",621900,2132,"2 Story","Above Average","Stucco",1,1,5249
"898",2,1,"Forced Air","Y",7,3,1956,2006,1973,1,"2005-10-26 00:00:00",406500,1276,"1 Story","Average","Common Brick",1,1,7742
"899",5,0,"Ht Pump","Y",9,5,1914,2016,1964,2,"2016-07-06 00:00:00",694300,2713,"2 Story","Average","Vinyl Siding",1,0,10947
"900",1,1,"Forced Air","N",7,3,1941,NA,1957,1.5,"1998-09-30 00:00:00",135600,1532,"1.5 Story Fin","Above Average","Common Brick",1,1,4150
"901",1,0,"Hot Water Rad","N",7,3,1915,NA,1957,2,"2000-05-05 00:00:00",95100,1288,"2 Story","Above Average","Vinyl Siding",1,1,4121
"902",4,0,"Forced Air","Y",8,5,1921,2016,1964,1.5,"2016-05-05 00:00:00",662600,1200,"1.5 Story Fin","Average","Aluminum",1,1,9000
"903",1,2,"Hot Water Rad","N",7,4,1922,NA,1947,1.75,"2018-01-22 00:00:00",535400,1785,"2 Story","Above Average","Vinyl Siding",1,1,8000
"904",3,0,"Forced Air","Y",6,3,1949,2011,1971,2.25,"2011-07-19 00:00:00",377900,1525,"2 Story","Above Average","Common Brick",1,1,3148
"905",1,1,"Forced Air","Y",6,3,1927,NA,1954,1.75,"2001-11-28 00:00:00",150100,1547,"2 Story","Average","Vinyl Siding",1,0,9013
"906",2,1,"Warm Cool","Y",8,3,1950,NA,1963,1.5,"1998-02-26 00:00:00",124900,1499,"1.5 Story Fin","Above Average","Common Brick",1,1,5084
"907",1,1,"Forced Air","N",5,2,1921,NA,1954,1.25,"1994-04-28 00:00:00",94000,974,"1 Story","Average","Shingle",1,1,4224
"908",3,1,"Ht Pump","Y",9,4,1923,2017,1980,2,"2018-02-02 00:00:00",807300,1878,"2 Story","Above Average","Vinyl Siding",1,1,4250
"909",2,0,"Warm Cool","Y",7,4,1924,2016,1964,1,"2017-03-31 00:00:00",469200,782,"1 Story","Average","Vinyl Siding",2,0,3631
"910",3,0,"Warm Cool","Y",7,4,1918,2017,1967,1.5,"2017-11-14 00:00:00",647400,1687,"1.5 Story Fin","Above Average","Wood Siding",1,1,6000
"911",1,0,"Forced Air","Y",5,2,1910,2012,1964,1,"2017-05-18 00:00:00",435600,954,"1 Story","Average","Common Brick",1,0,9348
"912",2,1,"Forced Air","Y",7,4,1921,2014,1967,2,"2014-03-05 00:00:00",528500,2186,"2 Story","Above Average","Brick/Stucco",1,1,2433
"913",2,1,"Hot Water Rad","N",7,4,1922,1928,1964,1.75,"2007-06-28 00:00:00",383100,1627,"2 Story","Above Average","Wood Siding",1,1,9442
"914",3,1,"Hot Water Rad","Y",8,4,1924,2004,1967,1.75,"2007-08-08 00:00:00",502800,1511,"2 Story","Above Average","Stucco",1,1,6400
"915",1,0,"Forced Air","Y",6,3,1965,2010,1980,2,"2010-09-29 00:00:00",223100,1276,"2 Story","Average","Common Brick",1,0,3750
"916",2,1,"Forced Air","Y",6,3,1928,2010,1964,2,"2011-10-14 00:00:00",224800,1176,"2 Story","Average","Vinyl Siding",1,0,3750
"917",1,0,"Forced Air","N",6,3,1929,1998,1954,2,"2016-09-12 00:00:00",268600,1078,"2 Story","Average","Vinyl Siding",1,0,3750
"918",1,1,"Warm Cool","Y",7,3,1928,2017,1964,2,"2018-01-22 00:00:00",386600,1272,"2 Story","Average","Stucco",1,1,4000
"919",1,1,"Hot Water Rad","N",7,3,1936,NA,1954,1,"2002-07-23 00:00:00",164400,1184,"1 Story","Average","Common Brick",1,0,7475
"920",1,0,"Hot Water Rad","N",6,3,1930,NA,1961,1,"2004-02-04 00:00:00",130800,860,"1 Story","Average","Aluminum",1,1,4751
"921",2,1,"Forced Air","Y",6,3,2011,NA,2013,2,"2017-03-01 00:00:00",323700,1168,"2 Story","Above Average","Brick/Siding",1,0,2513
"922",2,1,"Forced Air","Y",6,3,2011,NA,2013,2,"2011-08-12 00:00:00",252100,1168,"2 Story","Above Average","Brick/Siding",1,0,2513
"923",2,1,"Forced Air","Y",5,3,1910,2010,1964,2,"2018-04-03 00:00:00",395400,1824,"2 Story","Average","Vinyl Siding",1,0,2532
"924",1,1,"Forced Air","Y",5,2,1913,2003,1964,2,"2016-04-13 00:00:00",235500,950,"2 Story","Average","Vinyl Siding",1,1,3071
"925",2,0,"Forced Air","Y",7,3,1927,2017,1964,2,"2017-08-14 00:00:00",391000,1312,"2 Story","Average","Vinyl Siding",1,0,2500
"926",1,0,"Hot Water Rad","N",5,2,1923,NA,1954,1,"2004-11-04 00:00:00",124500,946,"1 Story","Average","Aluminum",1,0,4219
"927",1,0,"Hot Water Rad","Y",5,2,1925,NA,1943,1,"2005-09-12 00:00:00",184500,682,"1 Story","Average","Vinyl Siding",1,0,3516
"928",2,0,"Warm Cool","Y",5,4,1950,2010,1971,1,"2010-06-02 00:00:00",345700,1848,"1 Story","Above Average","Common Brick",1,1,6839
"929",2,0,"Warm Cool","Y",8,3,1959,NA,1968,2,"2010-06-16 00:00:00",227200,1602,"2 Story","Average","Wood Siding",1,0,6000
"930",2,1,"Forced Air","Y",6,3,1938,2017,1964,2,"2017-04-05 00:00:00",411200,1296,"2 Story","Average","Common Brick",1,0,3750
"931",2,0,"Forced Air","Y",8,4,1925,2011,1964,1,"2012-12-12 00:00:00",228400,1024,"1 Story","Average","Vinyl Siding",1,0,7450
"932",3,1,"Forced Air","Y",6,4,1947,2014,1967,2,"2014-09-19 00:00:00",293500,1260,"2 Story","Average","Common Brick",1,0,2313
"933",2,1,"Forced Air","Y",6,3,1919,2015,1964,2,"2015-10-13 00:00:00",354000,1580,"2 Story","Average","Vinyl Siding",1,0,5750
"934",1,0,"Warm Cool","Y",5,2,1919,NA,1954,2,"2001-07-27 00:00:00",110900,1069,"2 Story","Average","Shingle",1,0,5750
"935",2,1,"Forced Air","Y",9,3,2004,NA,2008,2,"2006-09-28 00:00:00",346200,1440,"2 Story","Average","Common Brick",1,0,3738
"936",1,0,"Forced Air","Y",5,2,1924,1997,1964,1,"2003-06-05 00:00:00",103200,624,"1 Story","Average","Aluminum",1,0,4300
"937",1,0,"Forced Air","Y",5,3,1924,2007,1964,1,"2007-07-18 00:00:00",250000,808,"1 Story","Average","Aluminum",1,0,4300
"938",1,0,"Hot Water Rad","Y",6,2,1925,NA,1954,1,"2004-06-22 00:00:00",153900,984,"1 Story","Average","Vinyl Siding",1,0,4562
"939",3,0,"Hot Water Rad","N",8,3,1941,NA,1954,2,"1997-03-07 00:00:00",118400,1782,"2 Story","Average","Common Brick",1,2,3191
"940",1,1,"Hot Water Rad","N",6,3,1912,NA,1954,2,"2018-07-09 00:00:00",408400,1152,"2 Story","Average","Stucco",1,1,2760
"941",2,1,"Forced Air","Y",6,3,1913,2014,1964,2,"2014-07-31 00:00:00",253800,1362,"2 Story","Average","Vinyl Siding",1,1,2760
"942",1,1,"Hot Water Rad","N",6,3,1927,2002,1952,2,"2002-11-25 00:00:00",142400,1156,"2 Story","Average","Common Brick",1,0,2760
"943",1,0,"Hot Water Rad","N",7,3,1908,2005,1954,2,"2004-10-21 00:00:00",136100,1872,"2 Story","Average","Brick/Stucco",1,0,1866
"944",1,1,"Forced Air","Y",5,3,1910,2006,1964,2,"2007-05-04 00:00:00",267300,1168,"2 Story","Average","Shingle",1,0,2276
"945",1,0,"Hot Water Rad","N",7,3,1947,1996,1957,2,"1999-07-16 00:00:00",81700,1440,"2 Story","Average","Brick/Stucco",1,0,1973
"946",1,1,"Warm Cool","Y",8,3,1940,2006,1954,2,"2009-10-02 00:00:00",211900,1195,"2 Story","Average","Common Brick",1,0,2125
"947",2,1,"Forced Air","Y",6,3,1909,2014,1964,2,"2015-02-13 00:00:00",302100,1120,"2 Story","Average","Vinyl Siding",1,0,5000
"948",2,0,"Hot Water Rad","N",6,3,1945,NA,1949,2,"2018-06-06 00:00:00",319200,1716,"2 Story","Above Average","Common Brick",1,1,4800
"949",1,0,"Hot Water Rad","N",5,2,1921,NA,1954,1,"2018-04-11 00:00:00",193300,994,"1 Story","Average","Shingle",1,0,5062
"950",1,1,"Warm Cool","Y",7,3,1922,NA,1961,1,"2000-12-29 00:00:00",99400,1410,"1 Story","Average","Aluminum",1,0,4938
"951",1,0,"Forced Air","Y",4,3,1922,NA,1964,1,"2001-04-03 00:00:00",94200,816,"1 Story","Average","Wood Siding",1,0,4938
"952",2,0,"Forced Air","Y",6,4,1967,2018,1981,2,"2018-07-03 00:00:00",455300,2031,"2 Story","Average","Common Brick",1,0,4820
"953",1,1,"Warm Cool","Y",6,3,1926,1944,1957,1,"2002-04-10 00:00:00",156700,1711,"1 Story","Above Average","Common Brick",1,0,9771
"954",1,0,"Hot Water Rad","N",6,3,1913,NA,1954,2,"1994-02-04 00:00:00",109700,1180,"2 Story","Average","Shingle",1,0,4731
"955",1,1,"Forced Air","Y",8,3,1941,2011,1954,2,"2011-10-06 00:00:00",197500,1350,"2 Story","Average","Common Brick",1,0,3042
"956",1,0,"Forced Air","Y",5,2,1942,2005,1964,2,"2000-03-21 00:00:00",68500,936,"2 Story","Average","Vinyl Siding",1,0,2400
"957",2,1,"Forced Air","Y",6,4,1921,2017,1964,1,"2017-08-21 00:00:00",404500,1120,"1 Story","Average","Vinyl Siding",1,1,2400
"958",3,0,"Forced Air","Y",5,3,1926,2018,1964,1,"2018-06-04 00:00:00",378100,924,"1 Story","Average","Vinyl Siding",1,0,2600
"959",3,0,"Forced Air","Y",7,4,2003,2016,2008,1,"2016-06-13 00:00:00",345700,939,"Split Level","Above Average","Vinyl Siding",1,0,4280
"960",1,1,"Warm Cool","Y",7,3,1928,2004,1964,2,"2005-01-14 00:00:00",195000,1048,"2 Story","Average","Vinyl Siding",1,0,1063
"961",2,0,"Forced Air","Y",8,3,1919,2003,1964,1,"2003-09-30 00:00:00",178000,1081,"1 Story","Average","Vinyl Siding",1,0,4250
"962",3,0,"Forced Air","Y",7,4,1938,2017,1964,2,"2017-09-15 00:00:00",409800,1134,"2 Story","Average","Stucco",1,0,4140
"963",2,0,"Warm Cool","Y",5,3,1922,2008,1964,1,"2009-01-06 00:00:00",229500,1089,"1 Story","Average","Brick/Siding",1,0,4280
"964",3,0,"Warm Cool","Y",7,4,2003,2003,2007,1,"2003-12-11 00:00:00",2e+05,1125,"1 Story","Average","Vinyl Siding",1,0,3832
"965",3,1,"Forced Air","Y",6,4,1915,2017,1964,2,"2017-08-22 00:00:00",400500,1386,"2 Story","Average","Vinyl Siding",1,0,5000
"966",0,0,"No Data","N",0,0,1941,NA,1928,1,"2006-01-05 00:00:00",150300,640,"1 Story","Low Quality","Common Brick",0,0,3011
"967",1,1,"Warm Cool","Y",10,3,1963,NA,1973,1,"2004-11-05 00:00:00",251200,1232,"1 Story","Above Average","Common Brick",1,1,8266
"968",2,1,"Forced Air","Y",9,4,2017,NA,2017,2,"2017-08-25 00:00:00",518300,2404,"2 Story","Above Average","Vinyl Siding",1,0,6532
"969",2,0,"Warm Cool","Y",5,2,1949,2003,1959,1.5,"2003-10-03 00:00:00",163100,1337,"1.5 Story Fin","Average","Common Brick",1,1,4938
"970",4,0,"Forced Air","Y",9,5,1925,2011,1964,2,"2011-09-29 00:00:00",275600,2196,"2 Story","Average","Common Brick",1,1,3704
"971",2,1,"Warm Cool","Y",6,4,1922,NA,1943,2,"2001-05-21 00:00:00",125600,672,"2 Story","Average","Vinyl Siding",1,0,4925
"972",2,0,"Ht Pump","Y",5,4,1922,2017,1964,1,"2017-09-13 00:00:00",378200,1204,"1 Story","Average","Vinyl Siding",1,0,4938
"973",2,1,"Forced Air","Y",5,3,1909,2013,1964,2,"2014-04-08 00:00:00",258100,916,"2 Story","Average","Vinyl Siding",1,0,6104
"974",2,2,"Forced Air","Y",5,3,1956,2008,1973,1.5,"2009-12-16 00:00:00",229600,1116,"1.5 Story Fin","Average","Common Brick",1,0,6885
"975",2,1,"Forced Air","Y",9,5,1941,2001,1954,2,"2014-06-09 00:00:00",285600,2002,"2 Story","Average","Common Brick",1,1,14865
"976",2,0,"Warm Cool","Y",7,4,1990,NA,1990,1,"2002-02-01 00:00:00",128300,1040,"1 Story","Average","Vinyl Siding",1,0,9024
"977",3,0,"Forced Air","Y",7,3,1906,2012,1964,2,"2012-07-30 00:00:00",269000,1250,"2 Story","Average","Vinyl Siding",1,0,5550
"978",3,0,"Forced Air","Y",7,4,1927,2017,1964,2,"2017-03-15 00:00:00",441900,1576,"2 Story","Average","Vinyl Siding",1,0,2500
"979",2,1,"Warm Cool","Y",7,4,1998,NA,2004,3,"1999-06-17 00:00:00",178100,2475,"3 Story","Average","Brick/Siding",1,0,4600
"980",1,0,"Hot Water Rad","N",5,2,1922,1992,1954,1,"2014-10-24 00:00:00",164100,625,"1 Story","Average","Vinyl Siding",1,1,4600
"981",3,1,"Forced Air","Y",8,4,2013,NA,2015,2,"2013-11-22 00:00:00",322600,1618,"2 Story","Above Average","Vinyl Siding",1,0,6195
"982",2,1,"Forced Air","Y",7,2,1911,2013,1964,2,"2014-02-05 00:00:00",250400,1088,"2 Story","Average","Stucco",1,0,2250
"983",1,0,"Forced Air","Y",6,3,1910,2010,1964,2,"2014-06-30 00:00:00",220100,1156,"2 Story","Average","Concrete",1,0,2250
"984",1,0,"Forced Air","N",5,2,1910,2003,1954,2,"2004-01-27 00:00:00",106100,910,"2 Story","Average","Stucco",1,0,2368
"985",3,0,"Hot Water Rad","N",5,2,1920,2004,1957,2,"1992-04-02 00:00:00",64800,1810,"2 Story","Average","Wood Siding",1,0,3704
"986",2,0,"Warm Cool","Y",7,3,1920,NA,1954,2,"2005-06-27 00:00:00",152000,1600,"2 Story","Average","Aluminum",1,0,6844
"987",2,1,"Forced Air","Y",7,3,1966,2014,1981,1,"2014-07-25 00:00:00",235700,1191,"1 Story","Average","Common Brick",1,0,3640
"988",1,0,"Hot Water Rad","N",8,3,1933,NA,1947,2,"1993-10-29 00:00:00",104500,1877,"2 Story","Above Average","Adobe",1,0,2940
"989",2,1,"Warm Cool","Y",6,3,1931,NA,1957,1,"1998-08-13 00:00:00",149100,1260,"1 Story","Above Average","Wood Siding",1,1,6270
"990",3,0,"Forced Air","Y",8,5,1937,NA,1964,1,"2015-12-09 00:00:00",398600,1512,"1 Story","Average","Common Brick",1,1,7920
"991",1,0,"Forced Air","Y",4,2,1930,2015,1964,2,"2016-01-19 00:00:00",270100,928,"2 Story","Average","Vinyl Siding",1,1,5867
"992",2,1,"Forced Air","Y",5,3,1926,2011,1964,2,"2017-07-03 00:00:00",315900,960,"2 Story","Average","Vinyl Siding",1,1,5981
"993",2,2,"Warm Cool","Y",4,3,1967,NA,1974,1,"2005-11-18 00:00:00",255600,1179,"1 Story","Average","Shingle",1,0,4005
"994",3,0,"Forced Air","Y",8,4,1992,2011,1999,1,"2011-11-10 00:00:00",245600,1125,"1 Story","Average","Common Brick",1,1,4938
"995",3,1,"Forced Air","Y",8,4,2015,NA,2016,2,"2015-09-21 00:00:00",382300,1628,"2 Story","Above Average","Brick/Siding",1,0,3322
"996",2,1,"Forced Air","Y",8,4,2015,NA,2016,2,"2015-06-11 00:00:00",387100,2274,"2 Story","Above Average","Vinyl Siding",1,0,4952
"997",2,1,"Warm Cool","Y",8,4,2002,NA,2006,2,"2004-05-07 00:00:00",198500,1564,"2 Story","Average","Brick/Siding",1,0,4800
"998",3,1,"Ht Pump","Y",9,4,2006,NA,2010,2,"2007-05-04 00:00:00",435200,2170,"2 Story","Above Average","Brick/Siding",1,1,4622
"999",2,1,"Forced Air","Y",8,4,1921,2016,1964,1,"2016-03-25 00:00:00",393200,1566,"2 Story","Average","Vinyl Siding",1,0,4613
"1000",3,0,"Warm Cool","Y",7,3,1978,2015,1991,2,"2016-01-21 00:00:00",404700,2323,"2 Story","Above Average","Common Brick",1,1,4596
"1001",1,0,"Warm Cool","Y",5,2,1939,NA,1961,1,"2007-03-13 00:00:00",219000,948,"1 Story","Average","Aluminum",1,0,2580
"1002",2,0,"Forced Air","Y",7,3,1922,2011,1964,1,"2011-09-15 00:00:00",207000,962,"1 Story","Average","Vinyl Siding",1,0,4938
"1003",2,0,"Hot Water Rad","N",9,4,1920,NA,1943,2,"2001-12-28 00:00:00",116800,1640,"2 Story","Average","Wood Siding",1,0,7038
"1004",2,0,"Forced Air","Y",4,3,1930,2013,1964,1,"2013-09-04 00:00:00",224700,718,"1 Story","Average","Vinyl Siding",1,0,3456
"1005",3,1,"Forced Air","Y",9,5,2010,NA,2012,2,"2010-12-15 00:00:00",257300,2086,"2 Story","Average","Brick/Siding",1,0,5131
"1006",3,0,"Forced Air","Y",8,4,1924,2012,1964,2,"2013-01-10 00:00:00",261100,1280,"2 Story","Average","Vinyl Siding",1,0,5812
"1007",2,0,"Forced Air","Y",6,3,1913,2015,1964,3,"2015-04-01 00:00:00",274800,711,"2 Story","Average","Vinyl Siding",1,0,2822
"1008",2,1,"Forced Air","Y",6,4,1947,NA,1960,2,"2013-06-19 00:00:00",287600,1592,"2 Story","Above Average","Common Brick",1,1,7920
"1009",2,0,"Hot Water Rad","Y",7,5,1953,2016,1974,1.5,"2016-04-05 00:00:00",389600,1347,"1.5 Story Fin","Above Average","Common Brick",1,1,5586
"1010",3,1,"Forced Air","Y",7,3,1940,2018,1967,1,"2018-06-05 00:00:00",483500,984,"1 Story","Above Average","Stucco",2,1,5880
"1011",2,1,"Warm Cool","Y",8,3,2002,NA,2006,2,"2002-04-15 00:00:00",149200,1536,"2 Story","Average","Vinyl Siding",1,0,4800
"1012",3,1,"Forced Air","Y",8,3,2011,NA,2013,2,"2012-02-15 00:00:00",296400,1620,"2 Story","Above Average","Common Brick",1,0,6811
"1013",1,0,"Hot Water Rad","N",7,3,1913,NA,1954,2,"2015-11-23 00:00:00",235500,1303,"2 Story","Average","Wood Siding",1,0,6505
"1014",2,1,"Forced Air","Y",6,3,1925,1992,1957,2,"2016-10-19 00:00:00",341400,2191,"2 Story","Above Average","Common Brick",1,1,6000
"1015",1,0,"Forced Air","Y",6,3,1926,2006,2006,1,"2006-11-13 00:00:00",265300,834,"1 Story","Average","Brick Veneer",1,0,2368
"1016",2,0,"Forced Air","Y",6,3,1921,2003,1954,1,"2003-05-19 00:00:00",130500,1562,"1 Story","Average","Common Brick",1,0,7607
"1017",2,1,"Hot Water Rad","N",5,3,1955,NA,1975,1,"2005-09-26 00:00:00",336200,1092,"1 Story","Above Average","Common Brick",1,1,4987
"1018",1,0,"Hot Water Rad","N",6,2,1937,2005,1964,1.5,"2005-02-22 00:00:00",253700,1324,"1.5 Story Fin","Average","Common Brick",1,1,4800
"1019",2,1,"Forced Air","Y",6,3,1955,2014,1973,1,"2014-10-24 00:00:00",354900,1313,"1 Story","Above Average","Common Brick",1,1,4800
"1020",2,1,"Warm Cool","Y",6,3,1954,NA,1957,1,"1995-10-11 00:00:00",137100,1598,"1 Story","Above Average","Common Brick",1,1,5298
"1021",1,0,"Hot Water Rad","N",6,3,1910,1976,1943,2,"1998-09-15 00:00:00",94400,1529,"2 Story","Average","Wood Siding",1,1,7100
"1022",1,1,"Hot Water Rad","Y",6,3,1908,2014,1964,2,"2014-12-30 00:00:00",303700,1324,"2 Story","Average","Vinyl Siding",1,1,4500
"1023",2,0,"Hot Water Rad","N",7,4,1915,2009,1964,2,"2018-03-27 00:00:00",314900,1497,"2 Story","Average","Vinyl Siding",1,0,5650
"1024",1,1,"Warm Cool","Y",6,3,1954,NA,1957,2,"2006-03-03 00:00:00",296200,1152,"2 Story","Above Average","Common Brick",1,1,4200
"1025",1,0,"Forced Air","N",6,4,1950,NA,1953,2,"2005-11-22 00:00:00",281100,1338,"2 Story","Above Average","Common Brick",1,0,3948
"1026",1,1,"Forced Air","Y",6,3,1946,2014,1960,2,"2014-07-17 00:00:00",255100,1200,"2 Story","Above Average","Common Brick",1,0,3700
"1027",3,0,"Forced Air","Y",6,4,1953,2014,1974,1,"2015-02-19 00:00:00",436900,1420,"1 Story","Above Average","Common Brick",1,1,8067
"1028",1,2,"Forced Air","Y",6,3,1962,2010,1980,1,"2010-08-23 00:00:00",284300,1232,"1 Story","Above Average","Brick/Stone",1,1,5700
"1029",2,1,"Hot Water Rad","N",6,3,1937,2007,1964,2,"1996-04-08 00:00:00",96300,1655,"2 Story","Average","Vinyl Siding",1,0,4160
"1030",3,1,"Forced Air","Y",8,4,2016,NA,2017,2,"2017-07-27 00:00:00",385500,1388,"2 Story","Above Average","Brick/Siding",1,0,2000
"1031",2,0,"Forced Air","Y",8,4,1924,2007,1964,2,"2015-09-18 00:00:00",296500,1553,"2 Story","Average","Vinyl Siding",1,0,2000
"1032",4,1,"Forced Air","Y",7,4,2015,NA,2016,2,"2017-07-17 00:00:00",493200,2490,"2 Story","Above Average","Brick/Siding",1,0,4300
"1033",2,0,"Hot Water Rad","N",6,2,1925,NA,1954,1,"2015-06-11 00:00:00",194300,816,"1 Story","Average","Shingle",1,0,4614
"1034",1,0,"Hot Water Rad","N",6,2,1923,2008,1954,1,"2016-03-03 00:00:00",182000,840,"1 Story","Average","Shingle",1,0,4202
"1035",2,0,"Forced Air","Y",6,4,1923,2014,1964,1,"2015-03-10 00:00:00",285300,816,"1 Story","Average","Brick/Siding",1,0,6917
"1036",3,0,"Forced Air","Y",8,4,1924,2014,1964,1,"2018-04-09 00:00:00",393500,1058,"1 Story","Average","Brick/Siding",1,0,3422
"1037",3,0,"Forced Air","Y",7,3,1966,2017,1981,1,"2017-06-14 00:00:00",390300,1154,"1 Story","Average","Brick/Siding",1,0,7493
"1038",3,1,"Forced Air","Y",8,4,1956,2015,1976,2,"2016-03-17 00:00:00",449100,1964,"2 Story","Above Average","Common Brick",1,1,7012
"1039",3,0,"Forced Air","Y",8,6,1923,2007,1954,2,"2007-10-23 00:00:00",300700,1920,"2 Story","Average","Vinyl Siding",0,0,1710
"1040",1,0,"Hot Water Rad","N",6,3,1925,NA,1954,1.25,"2004-08-09 00:00:00",176200,1284,"1.5 Story Unfin","Average","Brick/Siding",1,0,7430
"1041",2,0,"Hot Water Rad","N",6,2,1919,2007,1954,1,"2000-07-05 00:00:00",61000,1137,"1 Story","Average","Wood Siding",1,0,7020
"1042",1,1,"Warm Cool","Y",8,3,1940,NA,1947,2.25,"2010-01-21 00:00:00",207100,1540,"2.5 Story Fin","Above Average","Common Brick",1,1,10138
"1043",3,1,"Forced Air","Y",10,4,2008,NA,2011,2,"2017-03-16 00:00:00",421400,2077,"2 Story","Above Average","Brick/Siding",1,1,4800
"1044",1,1,"Warm Cool","Y",9,4,1935,2003,1964,2.5,"2003-11-05 00:00:00",170100,1440,"2.5 Story Fin","Average","Vinyl Siding",1,1,3150
"1045",2,1,"Forced Air","Y",6,3,1910,2015,1967,2,"2015-09-30 00:00:00",306500,1446,"2 Story","Above Average","Vinyl Siding",1,0,3000
"1046",1,0,"Hot Water Rad","N",7,3,1952,NA,1952,2,"1999-04-01 00:00:00",128300,1589,"2 Story","Average","Common Brick",1,1,5196
"1047",1,1,"Warm Cool","Y",6,3,1960,NA,1976,1,"2017-03-28 00:00:00",3e+05,1248,"1 Story","Average","Brick/Siding",1,0,5052
"1048",2,0,"Forced Air","Y",9,4,2006,NA,2010,1,"2006-03-01 00:00:00",333500,833,"Split Level","Above Average","Vinyl Siding",1,0,4625
"1049",2,1,"Forced Air","Y",6,3,2014,NA,2015,2,"2015-05-12 00:00:00",408800,1800,"2 Story","Above Average","Brick/Siding",1,0,4626
"1050",1,1,"Hot Water Rad","Y",7,2,1917,NA,1967,1.5,"2000-05-22 00:00:00",105200,1305,"1.5 Story Fin","Above Average","Common Brick",1,0,6209
"1051",1,1,"Hot Water Rad","N",6,3,1942,2003,1954,1,"2004-09-01 00:00:00",182700,1445,"1 Story","Average","Common Brick",1,0,3598
"1052",2,1,"Forced Air","Y",7,3,1968,NA,1982,1,"2005-02-17 00:00:00",279400,1310,"1 Story","Average","Common Brick",1,1,4100
"1053",2,1,"Forced Air","Y",10,4,1958,NA,1967,1,"2009-03-09 00:00:00",287000,2034,"1 Story","Average","Common Brick",1,2,8625
"1054",1,2,"Warm Cool","Y",10,3,1942,NA,1947,2,"2018-04-27 00:00:00",318300,1392,"2 Story","Above Average","Brick Veneer",1,0,10264
"1055",1,2,"Hot Water Rad","N",8,3,1951,NA,1972,2,"2004-02-11 00:00:00",237900,1856,"2 Story","Above Average","Common Brick",1,2,6545
"1056",2,1,"Forced Air","Y",6,3,1941,2014,1964,2,"2014-07-01 00:00:00",287700,1000,"2 Story","Average","Wood Siding",1,0,3543
"1057",1,1,"Forced Air","Y",7,4,1906,NA,1954,2,"2002-11-08 00:00:00",151200,1786,"2 Story","Average","Shingle",1,1,4997
"1058",1,0,"Hot Water Rad","N",7,4,1938,NA,1954,1,"2000-12-08 00:00:00",87200,979,"1 Story","Average","Wood Siding",1,0,5000
"1059",1,0,"Hot Water Rad","N",6,4,1928,NA,1954,2,"2018-05-11 00:00:00",231100,1258,"2 Story","Average","Shingle",1,1,4623
